Starting CloudSim version 3.0
Broker is starting...
Datacenter is starting...
PeakPowerObserver is starting...
Entities started.
0.0: Broker: Cloud Resource List received with 1 resource(s)
[VmScheduler.vmCreate] Allocation of VM #145 to Host #27 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #145 to Host #28 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #145 to Host #29 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #145 to Host #30 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #145 to Host #31 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #145 to Host #32 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #145 to Host #33 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #145 to Host #34 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #145 to Host #35 failed by RAM
0.0000: VM #145 has been allocated to the host#36 datacenter #3(Datacenter) #
[VmScheduler.vmCreate] Allocation of VM #146 to Host #0 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #146 to Host #1 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #146 to Host #2 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #146 to Host #3 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #146 to Host #4 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #146 to Host #5 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #146 to Host #6 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #146 to Host #7 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #146 to Host #8 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #146 to Host #9 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #146 to Host #10 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #146 to Host #11 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #146 to Host #12 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #146 to Host #13 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #146 to Host #14 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #146 to Host #15 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #146 to Host #16 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #146 to Host #17 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #146 to Host #18 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #146 to Host #19 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #146 to Host #20 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #146 to Host #21 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #146 to Host #22 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #146 to Host #23 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #146 to Host #24 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #146 to Host #25 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #146 to Host #26 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #146 to Host #27 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #146 to Host #28 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #146 to Host #29 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #146 to Host #30 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #146 to Host #31 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #146 to Host #32 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #146 to Host #33 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #146 to Host #34 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #146 to Host #35 failed by RAM
0.0000: VM #146 has been allocated to the host#36 datacenter #3(Datacenter) #
[VmScheduler.vmCreate] Allocation of VM #147 to Host #0 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #147 to Host #1 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #147 to Host #2 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #147 to Host #3 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #147 to Host #4 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #147 to Host #5 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #147 to Host #6 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #147 to Host #7 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #147 to Host #8 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #147 to Host #9 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #147 to Host #10 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #147 to Host #11 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #147 to Host #12 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #147 to Host #13 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #147 to Host #14 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #147 to Host #15 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #147 to Host #16 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #147 to Host #17 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #147 to Host #18 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #147 to Host #19 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #147 to Host #20 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #147 to Host #21 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #147 to Host #22 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #147 to Host #23 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #147 to Host #24 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #147 to Host #25 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #147 to Host #26 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #147 to Host #27 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #147 to Host #28 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #147 to Host #29 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #147 to Host #30 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #147 to Host #31 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #147 to Host #32 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #147 to Host #33 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #147 to Host #34 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #147 to Host #35 failed by RAM
0.0000: VM #147 has been allocated to the host#36 datacenter #3(Datacenter) #
[VmScheduler.vmCreate] Allocation of VM #148 to Host #0 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #148 to Host #1 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #148 to Host #2 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #148 to Host #3 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #148 to Host #4 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #148 to Host #5 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #148 to Host #6 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #148 to Host #7 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #148 to Host #8 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #148 to Host #9 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #148 to Host #10 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #148 to Host #11 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #148 to Host #12 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #148 to Host #13 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #148 to Host #14 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #148 to Host #15 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #148 to Host #16 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #148 to Host #17 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #148 to Host #18 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #148 to Host #19 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #148 to Host #20 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #148 to Host #21 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #148 to Host #22 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #148 to Host #23 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #148 to Host #24 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #148 to Host #25 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #148 to Host #26 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #148 to Host #27 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #148 to Host #28 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #148 to Host #29 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #148 to Host #30 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #148 to Host #31 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #148 to Host #32 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #148 to Host #33 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #148 to Host #34 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #148 to Host #35 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #148 to Host #36 failed by RAM
0.0000: VM #148 has been allocated to the host#37 datacenter #3(Datacenter) #
[VmScheduler.vmCreate] Allocation of VM #149 to Host #0 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #149 to Host #1 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #149 to Host #2 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #149 to Host #3 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #149 to Host #4 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #149 to Host #5 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #149 to Host #6 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #149 to Host #7 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #149 to Host #8 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #149 to Host #9 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #149 to Host #10 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #149 to Host #11 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #149 to Host #12 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #149 to Host #13 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #149 to Host #14 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #149 to Host #15 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #149 to Host #16 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #149 to Host #17 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #149 to Host #18 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #149 to Host #19 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #149 to Host #20 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #149 to Host #21 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #149 to Host #22 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #149 to Host #23 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #149 to Host #24 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #149 to Host #25 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #149 to Host #26 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #149 to Host #27 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #149 to Host #28 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #149 to Host #29 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #149 to Host #30 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #149 to Host #31 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #149 to Host #32 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #149 to Host #33 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #149 to Host #34 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #149 to Host #35 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #149 to Host #36 failed by RAM
0.0000: VM #149 has been allocated to the host#37 datacenter #3(Datacenter) #
[VmScheduler.vmCreate] Allocation of VM #150 to Host #0 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #150 to Host #1 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #150 to Host #2 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #150 to Host #3 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #150 to Host #4 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #150 to Host #5 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #150 to Host #6 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #150 to Host #7 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #150 to Host #8 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #150 to Host #9 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #150 to Host #10 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #150 to Host #11 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #150 to Host #12 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #150 to Host #13 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #150 to Host #14 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #150 to Host #15 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #150 to Host #16 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #150 to Host #17 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #150 to Host #18 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #150 to Host #19 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #150 to Host #20 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #150 to Host #21 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #150 to Host #22 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #150 to Host #23 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #150 to Host #24 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #150 to Host #25 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #150 to Host #26 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #150 to Host #27 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #150 to Host #28 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #150 to Host #29 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #150 to Host #30 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #150 to Host #31 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #150 to Host #32 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #150 to Host #33 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #150 to Host #34 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #150 to Host #35 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #150 to Host #36 failed by RAM
0.0000: VM #150 has been allocated to the host#37 datacenter #3(Datacenter) #
[VmScheduler.vmCreate] Allocation of VM #151 to Host #0 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #151 to Host #1 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #151 to Host #2 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #151 to Host #3 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #151 to Host #4 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #151 to Host #5 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #151 to Host #6 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #151 to Host #7 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #151 to Host #8 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #151 to Host #9 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #151 to Host #10 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #151 to Host #11 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #151 to Host #12 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #151 to Host #13 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #151 to Host #14 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #151 to Host #15 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #151 to Host #16 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #151 to Host #17 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #151 to Host #18 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #151 to Host #19 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #151 to Host #20 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #151 to Host #21 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #151 to Host #22 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #151 to Host #23 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #151 to Host #24 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #151 to Host #25 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #151 to Host #26 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #151 to Host #27 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #151 to Host #28 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #151 to Host #29 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #151 to Host #30 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #151 to Host #31 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #151 to Host #32 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #151 to Host #33 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #151 to Host #34 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #151 to Host #35 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #151 to Host #36 failed by RAM
0.0000: VM #151 has been allocated to the host#37 datacenter #3(Datacenter) #
[VmScheduler.vmCreate] Allocation of VM #152 to Host #0 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #152 to Host #1 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #152 to Host #2 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #152 to Host #3 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #152 to Host #4 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #152 to Host #5 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #152 to Host #6 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #152 to Host #7 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #152 to Host #8 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #152 to Host #9 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #152 to Host #10 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #152 to Host #11 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #152 to Host #12 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #152 to Host #13 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #152 to Host #14 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #152 to Host #15 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #152 to Host #16 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #152 to Host #17 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #152 to Host #18 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #152 to Host #19 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #152 to Host #20 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #152 to Host #21 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #152 to Host #22 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #152 to Host #23 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #152 to Host #24 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #152 to Host #25 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #152 to Host #26 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #152 to Host #27 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #152 to Host #28 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #152 to Host #29 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #152 to Host #30 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #152 to Host #31 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #152 to Host #32 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #152 to Host #33 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #152 to Host #34 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #152 to Host #35 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #152 to Host #36 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #152 to Host #37 failed by RAM
0.0000: VM #152 has been allocated to the host#38 datacenter #3(Datacenter) #
[VmScheduler.vmCreate] Allocation of VM #153 to Host #0 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #153 to Host #1 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #153 to Host #2 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #153 to Host #3 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #153 to Host #4 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #153 to Host #5 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #153 to Host #6 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #153 to Host #7 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #153 to Host #8 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #153 to Host #9 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #153 to Host #10 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #153 to Host #11 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #153 to Host #12 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #153 to Host #13 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #153 to Host #14 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #153 to Host #15 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #153 to Host #16 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #153 to Host #17 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #153 to Host #18 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #153 to Host #19 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #153 to Host #20 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #153 to Host #21 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #153 to Host #22 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #153 to Host #23 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #153 to Host #24 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #153 to Host #25 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #153 to Host #26 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #153 to Host #27 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #153 to Host #28 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #153 to Host #29 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #153 to Host #30 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #153 to Host #31 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #153 to Host #32 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #153 to Host #33 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #153 to Host #34 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #153 to Host #35 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #153 to Host #36 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #153 to Host #37 failed by RAM
0.0000: VM #153 has been allocated to the host#38 datacenter #3(Datacenter) #
[VmScheduler.vmCreate] Allocation of VM #154 to Host #0 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #154 to Host #1 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #154 to Host #2 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #154 to Host #3 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #154 to Host #4 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #154 to Host #5 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #154 to Host #6 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #154 to Host #7 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #154 to Host #8 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #154 to Host #9 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #154 to Host #10 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #154 to Host #11 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #154 to Host #12 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #154 to Host #13 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #154 to Host #14 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #154 to Host #15 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #154 to Host #16 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #154 to Host #17 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #154 to Host #18 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #154 to Host #19 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #154 to Host #20 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #154 to Host #21 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #154 to Host #22 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #154 to Host #23 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #154 to Host #24 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #154 to Host #25 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #154 to Host #26 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #154 to Host #27 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #154 to Host #28 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #154 to Host #29 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #154 to Host #30 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #154 to Host #31 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #154 to Host #32 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #154 to Host #33 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #154 to Host #34 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #154 to Host #35 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #154 to Host #36 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #154 to Host #37 failed by RAM
0.0000: VM #154 has been allocated to the host#38 datacenter #3(Datacenter) #
[VmScheduler.vmCreate] Allocation of VM #155 to Host #0 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #155 to Host #1 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #155 to Host #2 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #155 to Host #3 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #155 to Host #4 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #155 to Host #5 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #155 to Host #6 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #155 to Host #7 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #155 to Host #8 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #155 to Host #9 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #155 to Host #10 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #155 to Host #11 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #155 to Host #12 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #155 to Host #13 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #155 to Host #14 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #155 to Host #15 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #155 to Host #16 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #155 to Host #17 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #155 to Host #18 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #155 to Host #19 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #155 to Host #20 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #155 to Host #21 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #155 to Host #22 failed by RAM
